client,request_id,vendor_id,vendor_name,context_id,context_name,module_code,module_label,subject_code,subject_label,attribute_code,attribute_label,attribute_description,matching_criteria,operator,target_value,actual_value,status,compliance_profile,notes,public_notes,is_custom,documents_count,reset_on,sync_date
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,commercialGeneralLiability,Commercial General Liability,evidenceOfInsuranceCommercialGeneralLiabilityWaiverOfSubrogationEndorsement,Waiver of Subrogation,"---prompt---
Determine if the insurer has waived their right of subrogation in favor of the certificate holder under the Commercial General Liability policy. Evidence may include: a checked ""Waiver of Subrogation"" box on the certificate, mention in the Description of Operations section stating ""waiver of subrogation applies"", or reference to form CG 24 04. Look for language like ""subrogation is waived"" or ""per written contract"".",matchOnce,must be present,,Present,compliant,Standard 3 with Drone Liability,,,false,2,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,commercialGeneralLiability,Commercial General Liability,evidenceOfInsuranceCommercialGeneralLiabilityPrimaryAndNonContributoryEndorsement,Primary and Non-Contributory,"---prompt---
Determine if the Commercial General Liability policy provides primary and non-contributory coverage for the certificate holder. Evidence may include: a checked ""Primary"" box on the certificate, mention in the Description of Operations section stating ""primary and non-contributory"", or reference to endorsement CG 20 01. Look for language indicating this policy will pay first before other applicable insurance and will not seek contribution.",matchOnce,must be present,,Present,compliant,Standard 3 with Drone Liability,,,false,2,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,commercialGeneralLiability,Commercial General Liability,9c28ed56-e307-5cf9-88e9-0ada1f283104,Physical 30 Days Notice of Cancellation - 10 Days Notice for Non Payment Endorsement must be present,,matchOnce,must be present,,Present,compliant,Standard 3 with Drone Liability,,,true,2,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,automobileLiability,Automobile Liability,evidenceOfInsuranceAutomobileLiabilityCombinedSingleLimitEachAccident,Combined Single Limit (each accident),,matchOnce,must be greater or equal to,1000000,2000000,compliant,Standard 3 with Drone Liability,,,false,2,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,automobileLiability,Automobile Liability,evidenceOfInsuranceAutomobileLiabilityCoverageAppliesToOwnedAutosOnly,Coverage Applies To: Owned Autos Only,,matchOnce,must be present,,Present,compliant,Standard 3 with Drone Liability,,,false,2,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,automobileLiability,Automobile Liability,evidenceOfInsuranceAutomobileLiabilityCoverageAppliesToNonOwnedAutosOnly,Coverage Applies To: Non-Owned Autos Only,,matchOnce,must be present,,Present,compliant,Standard 3 with Drone Liability,,,false,2,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,automobileLiability,Automobile Liability,evidenceOfInsuranceAutomobileLiabilityCoverageAppliesToHiredAutosOnly,Coverage Applies To: Hired Autos Only,,matchOnce,must be present,,Present,compliant,Standard 3 with Drone Liability,,,false,2,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,automobileLiability,Automobile Liability,evidenceOfInsuranceAutomobileLiabilityAdditionalInsuredEndorsement,Additional Insured,"---prompt---
Determine if the certificate holder is covered as an additional insured under the Automobile Liability policy. Evidence may include: a checked ""Additional Insured"" box on the certificate for the auto section, mention in the Description of Operations section, or reference to blanket additional insured coverage. Look for form number CA 20 48 or language like ""certificate holder is additional insured"" or ""per written contract"".",matchOnce,must be present,,Present,compliant,Standard 3 with Drone Liability,,,false,2,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,automobileLiability,Automobile Liability,evidenceOfInsuranceAutomobileLiabilityPrimaryAndNonContributoryEndorsement,Primary and Non-Contributory,"---prompt---
Determine if the Automobile Liability policy provides primary and non-contributory coverage for the certificate holder. Evidence may include: a checked ""Primary"" box on the certificate, mention in the Description of Operations section stating ""primary and non-contributory"". Look for language indicating this policy will pay first before other applicable insurance and will not seek contribution.",matchOnce,must be present,,Present,compliant,Standard 3 with Drone Liability,,,false,2,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,automobileLiability,Automobile Liability,evidenceOfInsuranceAutomobileLiabilityWaiverOfSubrogationEndorsement,Waiver of Subrogation,"---prompt---
Determine if the insurer has waived their right of subrogation in favor of the certificate holder under the Automobile Liability policy. Evidence may include: a checked ""Waiver of Subrogation"" box on the certificate, mention in the Description of Operations section stating ""waiver of subrogation applies"", or reference to form CA 04 44. Look for language like ""subrogation is waived"" or ""per written contract"".",matchOnce,must be present,,Present,compliant,Standard 3 with Drone Liability,,,false,2,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,automobileLiability,Automobile Liability,0e6f6daa-effc-5c25-af03-4f7e657ae801,Physical MCS-90 Endorsement must be present,,matchOnce,must be present,,,waived,Standard 3 with Drone Liability,"Known exposure, not required per Deniese on 2026/07/22",,true,0,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,excessOrUmbrellaLiability,Umbrella/Excess Liability,evidenceOfInsuranceExcessOrUmbrellaLiabilityOccurence,Coverage Trigger: Occurrence,,matchOnce,must be present,,Present,compliant,Standard 3 with Drone Liability,,,false,2,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,excessOrUmbrellaLiability,Umbrella/Excess Liability,evidenceOfInsuranceExcessOrUmbrellaLiabilityEachOccurrence,Each Occurrence,,matchOnce,must be greater or equal to,50000000,50000000,compliant,Standard 3 with Drone Liability,,,false,2,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,excessOrUmbrellaLiability,Umbrella/Excess Liability,evidenceOfInsuranceExcessOrUmbrellaLiabilityAdditionalInsuredEndorsement,Additional Insured,"---prompt---
Determine if the certificate holder is covered as an additional insured under the Umbrella/Excess Liability policy. Evidence may include: a checked ""Additional Insured"" box on the certificate for the umbrella section, mention in the Description of Operations section, reference to ""follow form"" status (which would extend underlying additional insured status), or explicit language naming the certificate holder as additional insured on the umbrella.",matchOnce,must be present,,Present,compliant,Standard 3 with Drone Liability,,,false,2,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,excessOrUmbrellaLiability,Umbrella/Excess Liability,evidenceOfInsuranceExcessOrUmbrellaLiabilityPrimaryAndNonContributoryEndorsement,Primary and Non-Contributory,"---prompt---
Determine if the Umbrella/Excess Liability policy provides primary and non-contributory coverage for the certificate holder. Evidence may include: a checked ""Primary"" box on the certificate, mention in the Description of Operations section stating ""primary and non-contributory"", or reference to ""follow form"" status (which would extend underlying primary status). Look for language indicating this policy will pay first before other applicable insurance and will not seek contribution.",matchOnce,must be present,,Present,compliant,Standard 3 with Drone Liability,,,false,2,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,excessOrUmbrellaLiability,Umbrella/Excess Liability,evidenceOfInsuranceExcessOrUmbrellaLiabilityWaiverOfSubrogationEndorsement,Waiver of Subrogation,"---prompt---
Determine if the insurer has waived their right of subrogation in favor of the certificate holder under the Umbrella/Excess Liability policy. Evidence may include: a checked ""Waiver of Subrogation"" box on the certificate, mention in the Description of Operations section stating ""waiver of subrogation applies"", or reference to ""follow form"" status (which would extend underlying waiver). Look for language like ""subrogation is waived"" or ""per written contract"".",matchOnce,must be present,,Present,compliant,Standard 3 with Drone Liability,,,false,2,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,workersCompensation,Workers' Compensation and Employer's Liability,evidenceOfInsuranceWorkersCompensationStatutoryLimits,Statutory Limits,,matchOnce,must be present,,Present,compliant,Standard 3 with Drone Liability,,,false,2,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,workersCompensation,Workers' Compensation and Employer's Liability,evidenceOfInsuranceWorkersCompensationEmployersLiabilityDiseaseEachEmployee,Employer's Liability Disease - each employee,,matchOnce,must be greater or equal to,1000000,1000000,compliant,Standard 3 with Drone Liability,,,false,2,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,workersCompensation,Workers' Compensation and Employer's Liability,evidenceOfInsuranceWorkersCompensationEmployersLiabilityDiseasePolicyLimit,Employer's Liability Disease - policy limit,,matchOnce,must be greater or equal to,1000000,1000000,compliant,Standard 3 with Drone Liability,,,false,2,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,workersCompensation,Workers' Compensation and Employer's Liability,evidenceOfInsuranceWorkersCompensationEmployersLiabilityEachAccident,Employer's Liability Each Accident,,matchOnce,must be greater or equal to,1000000,1000000,compliant,Standard 3 with Drone Liability,,,false,2,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,workersCompensation,Workers' Compensation and Employer's Liability,evidenceOfInsuranceWorkersCompensationWaiverOfSubrogationEndorsement,Waiver of Subrogation,"---prompt---
Determine if the insurer has waived their right of subrogation in favor of the certificate holder under the Workers' Compensation policy. Evidence may include: a checked ""Waiver of Subrogation"" box on the certificate, mention in the Description of Operations section stating ""waiver of subrogation applies"", or reference to form WC 00 03 13. Look for language like ""subrogation is waived"" or ""per written contract"".",matchOnce,must be present,,Present,compliant,Standard 3 with Drone Liability,,,false,2,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,pollution,Pollution Liability,evidenceOfInsurancePollutionLimitsEachClaim,Each Claim,,matchOnce,must be greater or equal to,5000000,100000000,compliant,Standard 3 with Drone Liability,,,false,2,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,pollution,Pollution Liability,11078834-6a06-5a62-ada1-e6a90abce9ba,Additional Insured Endorsement must be present,,matchOnce,must be present,,Present,compliant,Standard 3 with Drone Liability,,,true,1,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,professional,Professional Liability,evidenceOfInsuranceProfessionalLimitsEachClaim,Each Claim,,matchOnce,must be greater or equal to,5000000,25000000,compliant,Standard 3 with Drone Liability,,,false,3,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,professional,Professional Liability,d672162b-0115-567e-ac40-48cb8d46cdc0,"Professional Liability Coverage Deductible must be less than or equal to $100,000",,matchOnce,must be present,,Present,compliant,Standard 3 with Drone Liability,,,true,1,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,e54fdf78-f8fe-5b2e-a5f7-0ae05bbd7f66,Drone Liability,eec8a429-f600-558d-8fec-56d960319d19,Each Claim,,matchOnce,must be greater or equal to,5000000,5000000,compliant,Standard 3 with Drone Liability,,,true,1,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,6ac20aae-5728-5d57-b364-aeba38527dba,Additional Requirements,655cb50e-155d-5f8c-af5e-e7386263aa58,"Certificate Holder must read as: ""Quality Technology Services, LLC, 
Attention: Procurement Department
300 Satellite Blvd NW, Suwanee, GA 30024.""",,matchOnce,must be present,,Present,compliant,Standard 3 with Drone Liability,,,true,2,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,6ac20aae-5728-5d57-b364-aeba38527dba,Additional Requirements,25da7a11-b805-5d7d-8deb-65519e743757,"Description of Operations must read: Quality Tech, LP, and its officers, directors, employees, parents, subsidiaries, affiliates, and related companies, successors, and permitted assigns",,matchOnce,must be present,,Present,compliant,Standard 3 with Drone Liability,,,true,1,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,6ac20aae-5728-5d57-b364-aeba38527dba,Additional Requirements,8d7b12d5-c6dc-5efe-8cbd-acd9adedde5b,Description of Operations must read: CDR1DC5,,matchOnce,must be present,,Present,compliant,Standard 3 with Drone Liability,,,true,3,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,6ac20aae-5728-5d57-b364-aeba38527dba,Additional Requirements,03d7ddc3-a527-5f18-bdf6-355eb23cd9de,30-Day Notice of Cancellation must be present,,matchOnce,must be present,,Present,compliant,Standard 3 with Drone Liability,,,true,2,,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,6ac20aae-5728-5d57-b364-aeba38527dba,Additional Requirements,24a2347c-ab39-5dea-a6af-ad750440dde1,"Description of Operations must read: Commercial General Liability shall not include the following endorsements/exclusions or equivalent:

1. CG 2149 or CG 2155 o CG 2198 (Absolute Pollution Exclusion)
2. CG 2294 or CG 2295 (Damage to Work Performed by Contractors Exclusion)
3. CG 2139 (Contractual Limitation Endorsement)
4. CG 2196 (Silica or Silica Dust Exclusion), unless otherwise covered under an applicable pollution policy.
5. CG 2142 (Explosion, Collapse or Underground Exclusion)",,matchOnce,must be present,,,waived,Standard 3 with Drone Liability,Client (Deniese/Mary) approved exception for Exclusion Language requirement through renewal - 2026-07-28,,true,0,2026-08-31,2026-08-16
QTS Data Centers,6a2ac7976be658d63abb4b6d,69f0f3c5beb6279e947be10c,"Suffolk Construction Company, Inc.",6a1891dbb517ae25a8862c83,CDR1DC5,evidenceOfInsurance,Evidence of Insurance,6ac20aae-5728-5d57-b364-aeba38527dba,Additional Requirements,71685e25-c6d0-5692-aaaf-30f59a2f9a83,"Description of Operations must read: Workers Compensation shall include ""all states"" coverage",,matchOnce,must be present,,,waived,Standard 3 with Drone Liability,"Client (Deniese/Mary) approved exception for ""All States"" WC Language requirement through renewal - 2026-07-28",,true,0,2026-08-31,2026-08-16
QTS Data Centers,6a2ac7c56be658d63abb4c13,69f0f3c5beb6279e947be0f8,"Layton Construction Company, LLC",6a1891e9da80b4370421136a,CDR1DC6,evidenceOfInsurance,Evidence of Insurance,commercialGeneralLiability,Commercial General Liability,evidenceOfInsuranceCommercialGeneralLiabilityAMBestRating,AM Best Rating,,matchOnce,must be greater or equal to,130,,non_compliant,Standard 14,,,false,0,,2026-08-16
QTS Data Centers,6a2ac7c56be658d63abb4c13,69f0f3c5beb6279e947be0f8,"Layton Construction Company, LLC",6a1891e9da80b4370421136a,CDR1DC6,evidenceOfInsurance,Evidence of Insurance,commercialGeneralLiability,Commercial General Liability,evidenceOfInsuranceCommercialGeneralLiabilityAMBestFinancialStrength,AM Best Financial Strength,,matchOnce,must be greater or equal to,100,,non_compliant,Standard 14,,,false,0,,2026-08-16
QTS Data Centers,6a2ac7c56be658d63abb4c13,69f0f3c5beb6279e947be0f8,"Layton Construction Company, LLC",6a1891e9da80b4370421136a,CDR1DC6,evidenceOfInsurance,Evidence of Insurance,commercialGeneralLiability,Commercial General Liability,evidenceOfInsuranceCommercialGeneralLiabilityCoverageTriggerOccurrence,Coverage Trigger: Occurrence,,matchOnce,must be present,,,non_compliant,Standard 14,,,false,0,,2026-08-16
QTS Data Centers,6a2ac7c56be658d63abb4c13,69f0f3c5beb6279e947be0f8,"Layton Construction Company, LLC",6a1891e9da80b4370421136a,CDR1DC6,evidenceOfInsurance,Evidence of Insurance,commercialGeneralLiability,Commercial General Liability,evidenceOfInsuranceCommercialGeneralLiabilityGeneralAggregateLimitAppliesPerProject,General Aggregate Limit Applies per: Project,,matchOnce,must be present,,,non_compliant,Standard 14,,,false,0,,2026-08-16
QTS Data Centers,6a2ac7c56be658d63abb4c13,69f0f3c5beb6279e947be0f8,"Layton Construction Company, LLC",6a1891e9da80b4370421136a,CDR1DC6,evidenceOfInsurance,Evidence of Insurance,commercialGeneralLiability,Commercial General Liability,evidenceOfInsuranceCommercialGeneralLiabilityEachOccurrence,Each Occurrence,,matchOnce,must be greater or equal to,5000000,,non_compliant,Standard 14,,,false,0,,2026-08-16
QTS Data Centers,6a2ac7c56be658d63abb4c13,69f0f3c5beb6279e947be0f8,"Layton Construction Company, LLC",6a1891e9da80b4370421136a,CDR1DC6,evidenceOfInsurance,Evidence of Insurance,commercialGeneralLiability,Commercial General Liability,evidenceOfInsuranceCommercialGeneralLiabilityGeneralAggregate,General Aggregate,,matchOnce,must be greater or equal to,10000000,,non_compliant,Standard 14,,,false,0,,2026-08-16
QTS Data Centers,6a2ac7c56be658d63abb4c13,69f0f3c5beb6279e947be0f8,"Layton Construction Company, LLC",6a1891e9da80b4370421136a,CDR1DC6,evidenceOfInsurance,Evidence of Insurance,commercialGeneralLiability,Commercial General Liability,evidenceOfInsuranceCommercialGeneralLiabilityProducsCompletedOperationsAggregate,Products/Completed Operations Aggregate,,matchOnce,must be greater or equal to,5000000,,non_compliant,Standard 14,,,false,0,,2026-08-16
QTS Data Centers,6a2ac7c56be658d63abb4c13,69f0f3c5beb6279e947be0f8,"Layton Construction Company, LLC",6a1891e9da80b4370421136a,CDR1DC6,evidenceOfInsurance,Evidence of Insurance,commercialGeneralLiability,Commercial General Liability,evidenceOfInsuranceCommercialGeneralLiabilityAdditionalInsuredEndorsementOngoingOps,Additional Insured - Ongoing Operations,"---prompt---
Verify that additional insured coverage specifically includes ongoing operations. Look in the Description of Operations section for language like ""additional insured for ongoing operations"", ""CG 20 10"", ""CG 20 37"", or ""operations performed by or on behalf of the named insured"". The coverage should explicitly reference ongoing work, not just completed operations.",matchOnce,must be present,,,non_compliant,Standard 14,,,false,0,,2026-08-16
QTS Data Centers,6a2ac7c56be658d63abb4c13,69f0f3c5beb6279e947be0f8,"Layton Construction Company, LLC",6a1891e9da80b4370421136a,CDR1DC6,evidenceOfInsurance,Evidence of Insurance,commercialGeneralLiability,Commercial General Liability,evidenceOfInsuranceCommercialGeneralLiabilityAdditionalInsuredEndorsementCompletedOps,Additional Insured - Completed Operations,"---prompt---
Verify that additional insured coverage specifically includes completed operations. Look in the Description of Operations section for language like ""additional insured for completed operations"", ""CG 20 37"", ""products-completed operations"", or similar. This coverage protects the certificate holder for claims arising after work is finished.",matchOnce,must be present,,,non_compliant,Standard 14,,,false,0,,2026-08-16
QTS Data Centers,6a2ac7c56be658d63abb4c13,69f0f3c5beb6279e947be0f8,"Layton Construction Company, LLC",6a1891e9da80b4370421136a,CDR1DC6,evidenceOfInsurance,Evidence of Insurance,commercialGeneralLiability,Commercial General Liability,evidenceOfInsuranceCommercialGeneralLiabilityWaiverOfSubrogationEndorsement,Waiver of Subrogation,"---prompt---
Determine if the insurer has waived their right of subrogation in favor of the certificate holder under the Commercial General Liability policy. Evidence may include: a checked ""Waiver of Subrogation"" box on the certificate, mention in the Description of Operations section stating ""waiver of subrogation applies"", or reference to form CG 24 04. Look for language like ""subrogation is waived"" or ""per written contract"".",matchOnce,must be present,,,non_compliant,Standard 14,,,false,0,,2026-08-16
QTS Data Centers,6a2ac7c56be658d63abb4c13,69f0f3c5beb6279e947be0f8,"Layton Construction Company, LLC",6a1891e9da80b4370421136a,CDR1DC6,evidenceOfInsurance,Evidence of Insurance,commercialGeneralLiability,Commercial General Liability,evidenceOfInsuranceCommercialGeneralLiabilityPrimaryAndNonContributoryEndorsement,Primary and Non-Contributory,"---prompt---
Determine if the Commercial General Liability policy provides primary and non-contributory coverage for the certificate holder. Evidence may include: a checked ""Primary"" box on the certificate, mention in the Description of Operations section stating ""primary and non-contributory"", or reference to endorsement CG 20 01. Look for language indicating this policy will pay first before other applicable insurance and will not seek contribution.",matchOnce,must be present,,,non_compliant,Standard 14,,,false,0,,2026-08-16
QTS Data Centers,6a2ac7c56be658d63abb4c13,69f0f3c5beb6279e947be0f8,"Layton Construction Company, LLC",6a1891e9da80b4370421136a,CDR1DC6,evidenceOfInsurance,Evidence of Insurance,commercialGeneralLiability,Commercial General Liability,9c28ed56-e307-5cf9-88e9-0ada1f283104,Physical 30 Days Notice of Cancellation - 10 Days Notice for Non Payment Endorsement must be present,,matchOnce,must be present,,,non_compliant,Standard 14,,,true,0,,2026-08-16
QTS Data Centers,6a2ac7c56be658d63abb4c13,69f0f3c5beb6279e947be0f8,"Layton Construction Company, LLC",6a1891e9da80b4370421136a,CDR1DC6,evidenceOfInsurance,Evidence of Insurance,automobileLiability,Automobile Liability,evidenceOfInsuranceAutomobileLiabilityCombinedSingleLimitEachAccident,Combined Single Limit (each accident),,matchOnce,must be greater or equal to,1000000,,non_compliant,Standard 14,,,false,0,,2026-08-16
QTS Data Centers,6a2ac7c56be658d63abb4c13,69f0f3c5beb6279e947be0f8,"Layton Construction Company, LLC",6a1891e9da80b4370421136a,CDR1DC6,evidenceOfInsurance,Evidence of Insurance,automobileLiability,Automobile Liability,evidenceOfInsuranceAutomobileLiabilityCoverageAppliesToOwnedAutosOnly,Coverage Applies To: Owned Autos Only,,matchOnce,must be present,,,non_compliant,Standard 14,,,false,0,,2026-08-16
QTS Data Centers,6a2ac7c56be658d63abb4c13,69f0f3c5beb6279e947be0f8,"Layton Construction Company, LLC",6a1891e9da80b4370421136a,CDR1DC6,evidenceOfInsurance,Evidence of Insurance,automobileLiability,Automobile Liability,evidenceOfInsuranceAutomobileLiabilityCoverageAppliesToNonOwnedAutosOnly,Coverage Applies To: Non-Owned Autos Only,,matchOnce,must be present,,,non_compliant,Standard 14,,,false,0,,2026-08-16
QTS Data Centers,6a2ac7c56be658d63abb4c13,69f0f3c5beb6279e947be0f8,"Layton Construction Company, LLC",6a1891e9da80b4370421136a,CDR1DC6,evidenceOfInsurance,Evidence of Insurance,automobileLiability,Automobile Liability,evidenceOfInsuranceAutomobileLiabilityCoverageAppliesToHiredAutosOnly,Coverage Applies To: Hired Autos Only,,matchOnce,must be present,,,non_compliant,Standard 14,,,false,0,,2026-08-16
QTS Data Centers,6a2ac7c56be658d63abb4c13,69f0f3c5beb6279e947be0f8,"Layton Construction Company, LLC",6a1891e9da80b4370421136a,CDR1DC6,evidenceOfInsurance,Evidence of Insurance,automobileLiability,Automobile Liability,evidenceOfInsuranceAutomobileLiabilityAdditionalInsuredEndorsement,Additional Insured,"---prompt---
Determine if the certificate holder is covered as an additional insured under the Automobile Liability policy. Evidence may include: a checked ""Additional Insured"" box on the certificate for the auto section, mention in the Description of Operations section, or reference to blanket additional insured coverage. Look for form number CA 20 48 or language like ""certificate holder is additional insured"" or ""per written contract"".",matchOnce,must be present,,,non_compliant,Standard 14,,,false,0,,2026-08-16
QTS Data Centers,6a2ac7c56be658d63abb4c13,69f0f3c5beb6279e947be0f8,"Layton Construction Company, LLC",6a1891e9da80b4370421136a,CDR1DC6,evidenceOfInsurance,Evidence of Insurance,automobileLiability,Automobile Liability,evidenceOfInsuranceAutomobileLiabilityWaiverOfSubrogationEndorsement,Waiver of Subrogation,"---prompt---
Determine if the insurer has waived their right of subrogation in favor of the certificate holder under the Automobile Liability policy. Evidence may include: a checked ""Waiver of Subrogation"" box on the certificate, mention in the Description of Operations section stating ""waiver of subrogation applies"", or reference to form CA 04 44. Look for language like ""subrogation is waived"" or ""per written contract"".",matchOnce,must be present,,,non_compliant,Standard 14,,,false,0,,2026-08-16
